GEO_NAME,income,Shelter-cost-to-income-ratio,tenure,fraction
Barrie,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,270,0.060267857
Barrie,"$100,000 and over",Spending 30% or more of income on shelter costs,490,0.017824664
Orillia,"Under $10,000",Spending 30% or more of income on shelter costs,270,0.84375
Orillia,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,1130,0.865900383
Orillia,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,1015,0.678929766
Orillia,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,780,0.525252525
Orillia,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,470,0.334519573
Orillia,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,300,0.230769231
Orillia,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,145,0.146464646
Orillia,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,60,0.067039106
Orillia,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,20,0.025477707
Orillia,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,20,0.032520325
Orillia,"$100,000 and over",Spending 30% or more of income on shelter costs,15,0.005217391
Midland,"Under $10,000",Spending 30% or more of income on shelter costs,305,0.813333333
Midland,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,975,0.833333333
Midland,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,980,0.646864686
Midland,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,780,0.444444444
Midland,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,415,0.270358306
Midland,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,370,0.25170068
Midland,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,160,0.132231405
Midland,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,100,0.092165899
Midland,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,40,0.04519774
Midland,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,10,0.01242236
Midland,"$100,000 and over",Spending 30% or more of income on shelter costs,20,0.00591716
North Bay,"Under $10,000",Spending 30% or more of income on shelter costs,620,0.861111111
North Bay,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,2085,0.844129555
North Bay,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,1875,0.663716814
North Bay,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,1515,0.509243697
North Bay,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,830,0.318618042
North Bay,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,390,0.159183673
North Bay,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,240,0.105494505
North Bay,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,90,0.04400978
North Bay,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,60,0.033613445
North Bay,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,10,0.006042296
North Bay,"$100,000 and over",Spending 30% or more of income on shelter costs,130,0.015643803
Greater Sudbury,"Under $10,000",Spending 30% or more of income on shelter costs,1375,0.766016713
Greater Sudbury,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,4015,0.774349084
Greater Sudbury,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,3740,0.65100087
Greater Sudbury,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,2310,0.40776699
Greater Sudbury,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,1435,0.24677558
Greater Sudbury,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,900,0.169014085
Greater Sudbury,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,490,0.097415507
Greater Sudbury,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,295,0.070071259
Greater Sudbury,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,175,0.042321644
Greater Sudbury,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,95,0.025710419
Greater Sudbury,"$100,000 and over",Spending 30% or more of income on shelter costs,225,0.009437919
Elliot Lake,"Under $10,000",Spending 30% or more of income on shelter costs,80,0.727272727
Elliot Lake,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,545,0.819548872
Elliot Lake,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,525,0.54973822
Elliot Lake,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,205,0.244047619
Elliot Lake,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,50,0.071942446
Elliot Lake,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,25,0.058139535
Elliot Lake,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,15,0.04
Elliot Lake,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,10,0.035087719
Elliot Lake,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,10,0.046511628
Elliot Lake,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,0,0
Elliot Lake,"$100,000 and over",Spending 30% or more of income on shelter costs,0,0
Timmins,"Under $10,000",Spending 30% or more of income on shelter costs,260,0.912280702
Timmins,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,1020,0.784615385
Timmins,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,1110,0.666666667
Timmins,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,615,0.405940594
Timmins,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,350,0.243902439
Timmins,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,220,0.171875
Timmins,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,100,0.104712042
Timmins,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,80,0.08040201
Timmins,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,60,0.057692308
Timmins,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,15,0.017751479
Timmins,"$100,000 and over",Spending 30% or more of income on shelter costs,50,0.007794232
Sault Ste. Marie,"Under $10,000",Spending 30% or more of income on shelter costs,635,0.765060241
Sault Ste. Marie,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,2200,0.745762712
Sault Ste. Marie,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,2150,0.577956989
Sault Ste. Marie,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,975,0.294117647
Sault Ste. Marie,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,570,0.170914543
Sault Ste. Marie,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,260,0.097560976
Sault Ste. Marie,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,110,0.045929019
Sault Ste. Marie,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,75,0.033259424
Sault Ste. Marie,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,55,0.028571429
Sault Ste. Marie,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,20,0.011764706
Sault Ste. Marie,"$100,000 and over",Spending 30% or more of income on shelter costs,55,0.005826271
Thunder Bay,"Under $10,000",Spending 30% or more of income on shelter costs,1030,0.798449612
Thunder Bay,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,2795,0.713010204
Thunder Bay,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,2585,0.573806881
Thunder Bay,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,1565,0.343956044
Thunder Bay,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,975,0.221843003
Thunder Bay,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,450,0.103211009
Thunder Bay,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,260,0.069705094
Thunder Bay,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,160,0.04610951
Thunder Bay,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,90,0.028037383
Thunder Bay,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,65,0.022413793
Thunder Bay,"$100,000 and over",Spending 30% or more of income on shelter costs,80,0.004935225
Kenora,"Under $10,000",Spending 30% or more of income on shelter costs,65,0.590909091
Kenora,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,360,0.857142857
Kenora,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,340,0.641509434
Kenora,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,235,0.447619048
Kenora,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,95,0.206521739
Kenora,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,55,0.11
Kenora,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,45,0.083333333
Kenora,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,20,0.043478261
Kenora,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,15,0.037974684
Kenora,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,15,0.037974684
Kenora,"$100,000 and over",Spending 30% or more of income on shelter costs,20,0.009345794
Winnipeg,"Under $10,000",Spending 30% or more of income on shelter costs,9435,0.880130597
Winnipeg,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,13070,0.754183497
Winnipeg,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,14020,0.59735833
Winnipeg,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,11055,0.430994152
Winnipeg,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,6575,0.253128008
Winnipeg,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,4175,0.167502508
Winnipeg,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,2505,0.106031746
Winnipeg,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,1265,0.059697971
Winnipeg,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,840,0.042084168
Winnipeg,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,430,0.024841132
Winnipeg,"$100,000 and over",Spending 30% or more of income on shelter costs,690,0.007157676
Winkler,"Under $10,000",Spending 30% or more of income on shelter costs,160,0.842105263
Winkler,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,355,0.702970297
Winkler,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,355,0.403409091
Winkler,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,335,0.345360825
Winkler,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,210,0.216494845
Winkler,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,180,0.161434978
Winkler,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,90,0.09
Winkler,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,25,0.027624309
Winkler,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,15,0.02027027
Winkler,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,15,0.021276596
Winkler,"$100,000 and over",Spending 30% or more of income on shelter costs,20,0.008752735
Steinbach,"Under $10,000",Spending 30% or more of income on shelter costs,90,0.947368421
Steinbach,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,325,0.802469136
Steinbach,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,315,0.594339623
Steinbach,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,300,0.428571429
Steinbach,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,160,0.256
Steinbach,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,90,0.157894737
Steinbach,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,55,0.11
Steinbach,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,10,0.022988506
Steinbach,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,0,0
Steinbach,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,0,0
Steinbach,"$100,000 and over",Spending 30% or more of income on shelter costs,10,0.007843137
Portage la Prairie,"Under $10,000",Spending 30% or more of income on shelter costs,175,0.875
Portage la Prairie,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,265,0.623529412
Portage la Prairie,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,275,0.450819672
Portage la Prairie,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,120,0.220183486
Portage la Prairie,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,75,0.120967742
Portage la Prairie,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,25,0.04950495
Portage la Prairie,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,0,0
Portage la Prairie,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,0,0
Portage la Prairie,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,10,0.033333333
Portage la Prairie,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,0,0
Portage la Prairie,"$100,000 and over",Spending 30% or more of income on shelter costs,0,0
Brandon,"Under $10,000",Spending 30% or more of income on shelter costs,535,0.87704918
Brandon,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,990,0.733333333
Brandon,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,965,0.537604457
Brandon,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,755,0.343181818
Brandon,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,455,0.215130024
Brandon,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,285,0.14921466
Brandon,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,135,0.069230769
Brandon,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,75,0.044117647
Brandon,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,25,0.015479876
Brandon,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,20,0.013745704
Brandon,"$100,000 and over",Spending 30% or more of income on shelter costs,45,0.00647482
Thompson,"Under $10,000",Spending 30% or more of income on shelter costs,70,0.933333333
Thompson,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,110,0.785714286
Thompson,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,185,0.685185185
Thompson,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,120,0.358208955
Thompson,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,55,0.164179104
Thompson,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,65,0.191176471
Thompson,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,25,0.086206897
Thompson,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,10,0.046511628
Thompson,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,0,0
Thompson,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,0,0
Thompson,"$100,000 and over",Spending 30% or more of income on shelter costs,10,0.004210526
Regina,"Under $10,000",Spending 30% or more of income on shelter costs,1770,0.954177898
Regina,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,3565,0.862152358
Regina,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,4680,0.753623188
Regina,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,3760,0.572298326
Regina,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,2590,0.377826404
Regina,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,1685,0.25186846
Regina,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,1165,0.185361973
Regina,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,640,0.101910828
Regina,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,405,0.071872227
Regina,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,245,0.047160731
Regina,"$100,000 and over",Spending 30% or more of income on shelter costs,415,0.010575943
Yorkton,"Under $10,000",Spending 30% or more of income on shelter costs,180,0.87804878
Yorkton,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,420,0.730434783
Yorkton,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,435,0.591836735
Yorkton,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,195,0.3
Yorkton,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,100,0.142857143
Yorkton,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,60,0.105263158
Yorkton,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,50,0.083333333
Yorkton,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,15,0.026785714
Yorkton,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,20,0.037383178
Yorkton,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,15,0.044776119
Yorkton,"$100,000 and over",Spending 30% or more of income on shelter costs,15,0.005952381
Moose Jaw,"Under $10,000",Spending 30% or more of income on shelter costs,350,0.921052632
Moose Jaw,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,730,0.806629834
Moose Jaw,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,860,0.599303136
Moose Jaw,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,475,0.334507042
Moose Jaw,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,310,0.253061224
Moose Jaw,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,100,0.096618357
Moose Jaw,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,105,0.088607595
Moose Jaw,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,55,0.056701031
Moose Jaw,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,25,0.028409091
Moose Jaw,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,20,0.024691358
Moose Jaw,"$100,000 and over",Spending 30% or more of income on shelter costs,25,0.00524659
Swift Current,"Under $10,000",Spending 30% or more of income on shelter costs,105,0.954545455
Swift Current,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,345,0.75
Swift Current,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,305,0.495934959
Swift Current,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,190,0.253333333
Swift Current,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,110,0.177419355
Swift Current,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,60,0.096
Swift Current,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,50,0.1
Swift Current,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,0,0
Swift Current,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,10,0.020833333
Swift Current,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,0,0
Swift Current,"$100,000 and over",Spending 30% or more of income on shelter costs,15,0.005338078
Saskatoon,"Under $10,000",Spending 30% or more of income on shelter costs,2480,0.920222635
Saskatoon,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,4600,0.871212121
Saskatoon,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,5670,0.718176061
Saskatoon,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,4425,0.54697157
Saskatoon,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,3275,0.397692775
Saskatoon,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,2410,0.293723339
Saskatoon,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,1540,0.195928753
Saskatoon,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,995,0.139355742
Saskatoon,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,560,0.080691643
Saskatoon,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,290,0.044615385
Saskatoon,"$100,000 and over",Spending 30% or more of income on shelter costs,545,0.011731783
North Battleford,"Under $10,000",Spending 30% or more of income on shelter costs,135,0.9
North Battleford,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,435,0.776785714
North Battleford,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,490,0.620253165
North Battleford,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,290,0.374193548
North Battleford,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,160,0.222222222
North Battleford,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,90,0.155172414
North Battleford,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,55,0.100917431
North Battleford,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,35,0.07
North Battleford,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,35,0.071428571
North Battleford,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,10,0.021052632
North Battleford,"$100,000 and over",Spending 30% or more of income on shelter costs,25,0.010615711
Prince Albert,"Under $10,000",Spending 30% or more of income on shelter costs,335,0.858974359
Prince Albert,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,960,0.80334728
Prince Albert,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,835,0.623134328
Prince Albert,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,730,0.488294314
Prince Albert,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,420,0.304347826
Prince Albert,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,160,0.124031008
Prince Albert,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,100,0.088888889
Prince Albert,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,65,0.064676617
Prince Albert,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,25,0.024154589
Prince Albert,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,15,0.020134228
Prince Albert,"$100,000 and over",Spending 30% or more of income on shelter costs,40,0.007142857
Estevan,"Under $10,000",Spending 30% or more of income on shelter costs,75,0.882352941
Estevan,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,160,0.941176471
Estevan,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,180,0.610169492
Estevan,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,90,0.321428571
Estevan,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,95,0.322033898
Estevan,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,65,0.194029851
Estevan,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,30,0.084507042
Estevan,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,40,0.131147541
Estevan,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,25,0.073529412
Estevan,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,10,0.032258065
Estevan,"$100,000 and over",Spending 30% or more of income on shelter costs,35,0.012750455
Weyburn,"Under $10,000",Spending 30% or more of income on shelter costs,40,1
Weyburn,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,230,0.821428571
Weyburn,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,220,0.61971831
Weyburn,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,125,0.367647059
Weyburn,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,60,0.162162162
Weyburn,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,55,0.164179104
Weyburn,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,40,0.103896104
Weyburn,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,20,0.083333333
Weyburn,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,0,0
Weyburn,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,10,0.045454545
Weyburn,"$100,000 and over",Spending 30% or more of income on shelter costs,25,0.014619883
Medicine Hat,"Under $10,000",Spending 30% or more of income on shelter costs,545,0.795620438
Medicine Hat,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,1075,0.799256506
Medicine Hat,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,1755,0.604130809
Medicine Hat,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,1055,0.398865784
Medicine Hat,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,595,0.24040404
Medicine Hat,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,410,0.166666667
Medicine Hat,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,260,0.118721461
Medicine Hat,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,135,0.071428571
Medicine Hat,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,45,0.021686747
Medicine Hat,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,40,0.023880597
Medicine Hat,"$100,000 and over",Spending 30% or more of income on shelter costs,85,0.007613077
Brooks,"Under $10,000",Spending 30% or more of income on shelter costs,95,0.76
Brooks,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,180,0.782608696
Brooks,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,280,0.583333333
Brooks,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,270,0.486486486
Brooks,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,225,0.310344828
Brooks,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,105,0.179487179
Brooks,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,55,0.1
Brooks,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,35,0.056910569
Brooks,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,35,0.045751634
Brooks,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,25,0.04587156
Brooks,"$100,000 and over",Spending 30% or more of income on shelter costs,35,0.010526316
Lethbridge,"Under $10,000",Spending 30% or more of income on shelter costs,720,0.774193548
Lethbridge,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,1600,0.790123457
Lethbridge,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,2310,0.629427793
Lethbridge,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,1630,0.437583893
Lethbridge,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,1230,0.327563249
Lethbridge,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,805,0.220547945
Lethbridge,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,380,0.114803625
Lethbridge,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,275,0.086071987
Lethbridge,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,140,0.045307443
Lethbridge,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,90,0.03515625
Lethbridge,"$100,000 and over",Spending 30% or more of income on shelter costs,80,0.005066498
Okotoks,"Under $10,000",Spending 30% or more of income on shelter costs,70,0.666666667
Okotoks,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,185,0.973684211
Okotoks,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,180,0.631578947
Okotoks,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,290,0.597938144
Okotoks,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,245,0.569767442
Okotoks,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,240,0.592592593
Okotoks,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,175,0.336538462
Okotoks,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,150,0.3125
Okotoks,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,130,0.242990654
Okotoks,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,105,0.189189189
Okotoks,"$100,000 and over",Spending 30% or more of income on shelter costs,110,0.01938326
High River,"Under $10,000",Spending 30% or more of income on shelter costs,70,0.823529412
High River,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,125,0.806451613
High River,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,310,0.756097561
High River,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,250,0.581395349
High River,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,180,0.43373494
High River,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,115,0.270588235
High River,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,75,0.214285714
High River,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,30,0.068965517
High River,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,30,0.068181818
High River,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,15,0.047619048
High River,"$100,000 and over",Spending 30% or more of income on shelter costs,15,0.007832898
Calgary,"Under $10,000",Spending 30% or more of income on shelter costs,9065,0.754159734
Calgary,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,13290,0.84488239
Calgary,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,18795,0.711527541
Calgary,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,15670,0.601997695
Calgary,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,15025,0.517211704
Calgary,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,12375,0.403620352
Calgary,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,9450,0.302351624
