GEO_NAME,DIM: Household total income groups (14),DIM: Household type including census family structure (16),DIM: Housing suitability (3),DIM: Dwelling condition (3),DIM: Shelter-cost-to-income ratio (5),Dim: Tenure (4): Member ID: [1]: Total - Tenure,Fraction of Total
Prince Rupert,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,360,1
Prince Rupert,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,305,0.847222222
Prince Rupert,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,55,0.152777778
Prince Rupert,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Prince Rupert,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,250,0.98
Prince Rupert,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,235,0.94
Prince Rupert,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,10,0.04
Prince Rupert,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Prince Rupert,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,305,0.967213115
Prince Rupert,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,295,0.967213115
Prince Rupert,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,0,0
Prince Rupert,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Prince Rupert,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,330,1
Prince Rupert,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,330,1
Prince Rupert,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,0,0
Prince Rupert,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Prince Rupert,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,1760,0.997159091
Prince Rupert,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,1730,0.982954545
Prince Rupert,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,25,0.014204545
Prince Rupert,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Terrace,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,90,1
Terrace,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,10,0.111111111
Terrace,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,80,0.888888889
Terrace,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Terrace,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,390,1.012820513
Terrace,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,115,0.294871795
Terrace,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,280,0.717948718
Terrace,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Terrace,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,500,1
Terrace,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,230,0.46
Terrace,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,270,0.54
Terrace,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Terrace,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,590,0.991525424
Terrace,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,385,0.652542373
Terrace,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,200,0.338983051
Terrace,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Terrace,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,510,1
Terrace,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,410,0.803921569
Terrace,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,100,0.196078431
Terrace,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Terrace,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,465,1
Terrace,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,415,0.892473118
Terrace,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,50,0.107526882
Terrace,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Terrace,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,440,0.988636364
Terrace,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,395,0.897727273
Terrace,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,40,0.090909091
Terrace,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Terrace,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,420,1
Terrace,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,400,0.952380952
Terrace,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,20,0.047619048
Terrace,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Terrace,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,465,1
Terrace,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,455,0.978494624
Terrace,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,10,0.021505376
Terrace,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Terrace,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,345,0.971014493
Terrace,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,325,0.942028986
Terrace,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,10,0.028985507
Terrace,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Terrace,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,2140,0.990654206
Terrace,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,2110,0.985981308
Terrace,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,10,0.004672897
Terrace,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Prince George,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,800,1
Prince George,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,30,0.0375
Prince George,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,735,0.91875
Prince George,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,35,0.04375
Prince George,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,2110,1.002369668
Prince George,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,445,0.210900474
Prince George,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,1660,0.786729858
Prince George,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,10,0.004739336
Prince George,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,2485,1
Prince George,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,995,0.400402414
Prince George,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,1465,0.589537223
Prince George,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,25,0.010060362
Prince George,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,2645,0.998109641
Prince George,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,1625,0.61436673
Prince George,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,990,0.374291115
Prince George,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,25,0.009451796
Prince George,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,2535,1.003944773
Prince George,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,1915,0.755424063
Prince George,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,610,0.240631164
Prince George,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,20,0.007889546
Prince George,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,2600,0.998076923
Prince George,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,2205,0.848076923
Prince George,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,375,0.144230769
Prince George,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,15,0.005769231
Prince George,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,2525,1
Prince George,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,2290,0.906930693
Prince George,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,220,0.087128713
Prince George,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,15,0.005940594
Prince George,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,2165,0.997690531
Prince George,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,2010,0.928406467
Prince George,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,135,0.062355658
Prince George,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,15,0.006928406
Prince George,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,2150,1
Prince George,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,2050,0.953488372
Prince George,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,90,0.041860465
Prince George,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,10,0.004651163
Prince George,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,2125,1
Prince George,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,2080,0.978823529
Prince George,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,25,0.011764706
Prince George,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,20,0.009411765
Prince George,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,12960,1
Prince George,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,12760,0.984567901
Prince George,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,105,0.008101852
Prince George,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,95,0.007330247
Dawson Creek,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,130,0.961538462
Dawson Creek,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,10,0.076923077
Dawson Creek,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,115,0.884615385
Dawson Creek,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Dawson Creek,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,355,0.985915493
Dawson Creek,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,55,0.154929577
Dawson Creek,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,295,0.830985915
Dawson Creek,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Dawson Creek,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,345,1.014492754
Dawson Creek,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,130,0.376811594
Dawson Creek,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,220,0.637681159
Dawson Creek,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Dawson Creek,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,360,1
Dawson Creek,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,190,0.527777778
Dawson Creek,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,170,0.472222222
Dawson Creek,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Dawson Creek,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,355,1.014084507
Dawson Creek,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,220,0.61971831
Dawson Creek,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,140,0.394366197
Dawson Creek,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Dawson Creek,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,325,0.984615385
Dawson Creek,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,215,0.661538462
Dawson Creek,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,105,0.323076923
Dawson Creek,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Dawson Creek,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,355,1
Dawson Creek,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,325,0.915492958
Dawson Creek,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,30,0.084507042
Dawson Creek,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Dawson Creek,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,325,1.015384615
Dawson Creek,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,300,0.923076923
Dawson Creek,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,30,0.092307692
Dawson Creek,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Dawson Creek,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,335,0.955223881
Dawson Creek,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,320,0.955223881
Dawson Creek,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,0,0
Dawson Creek,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Dawson Creek,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,320,0.984375
Dawson Creek,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,315,0.984375
Dawson Creek,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,0,0
Dawson Creek,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Dawson Creek,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,1840,1.002717391
Dawson Creek,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,1835,0.997282609
Dawson Creek,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,10,0.005434783
Dawson Creek,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Fort St. John,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,175,0.942857143
Fort St. John,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,15,0.085714286
Fort St. John,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,150,0.857142857
Fort St. John,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Fort St. John,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,320,0.96875
Fort St. John,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,60,0.1875
Fort St. John,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,250,0.78125
Fort St. John,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Fort St. John,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,505,0.98019802
Fort St. John,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,165,0.326732673
Fort St. John,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,330,0.653465347
Fort St. John,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Fort St. John,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,490,0.989795918
Fort St. John,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,210,0.428571429
Fort St. John,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,275,0.56122449
Fort St. John,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Fort St. John,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,515,0.980582524
Fort St. John,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,330,0.640776699
Fort St. John,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,175,0.339805825
Fort St. John,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Fort St. John,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,585,1
Fort St. John,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,425,0.726495726
Fort St. John,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,160,0.273504274
Fort St. John,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Fort St. John,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,570,0.99122807
Fort St. John,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,480,0.842105263
Fort St. John,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,85,0.149122807
Fort St. John,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Fort St. John,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,595,1
Fort St. John,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,500,0.840336134
Fort St. John,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,95,0.159663866
Fort St. John,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Fort St. John,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,625,0.992
Fort St. John,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,535,0.856
Fort St. John,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,85,0.136
Fort St. John,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Fort St. John,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,640,1
Fort St. John,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,590,0.921875
Fort St. John,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,50,0.078125
Fort St. John,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Fort St. John,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,5945,0.991589571
